usuario,genero,minutos_reproducidos
u01357,Accion,163
u01364,Comedia,64
u06304,Terror,81
u09087,Comedia,68
u03487,Accion,82
u07433,Terror,67
u06211,Accion,79
u01974,Drama,119
u09311,Accion,170
u09935,Comedia,57
u04337,Terror,81
u02797,Terror,38
u07297,Comedia,21
u09736,Romance,76
u00425,Terror,85
u03297,Drama,113
u09730,Romance,97
u01201,Comedia,70
u07261,Accion,136
u09487,Drama,101
u06141,Accion,96
u08626,Comedia,60
u02796,Comedia,52
u01966,Documental,55
u07628,Suspenso,108
u05634,Drama,172
u06869,Suspenso,117
u00669,Comedia,56
u07069,Comedia,5
u04467,Accion,133
u09311,Suspenso,118
u05309,Drama,89
u04961,Accion,143
u02308,Romance,94
u07356,Comedia,46
u06405,Terror,61
u04653,Terror,72
u01288,Suspenso,44
u01862,Suspenso,166
u02985,Terror,82
u05130,Drama,79
u00804,Drama,77
u04199,Accion,89
u02958,Accion,136
u06988,Accion,177
u06929,Terror,92
u00501,Accion,82
u01229,Drama,148
u00097,Accion,152
u06541,Accion,127
u08112,Comedia,5
u03885,Drama,125
u03639,Comedia,47
u04658,Comedia,88
u02544,Accion,127
u07700,Comedia,54
u09580,Suspenso,115
u09558,Comedia,53
u06093,Accion,155
u08384,Drama,124
u06382,Suspenso,92
u00225,Drama,178
u07357,Accion,132
u00773,Drama,70
u09438,Accion,52
u03013,Drama,95
u02667,Comedia,68
u01625,Accion,75
u08124,Comedia,48
u03475,Accion,117
u04153,Terror,104
u00520,Accion,78
u03530,Accion,194
u09618,Suspenso,133
u00873,Accion,90
u00958,Drama,114
u03032,Comedia,54
u08429,Accion,77
u04429,Comedia,30
u07992,Accion,87
u04721,Accion,95
u03227,Comedia,49
u01568,Suspenso,111
u00910,Drama,73
u01961,Drama,123
u06262,Terror,76
u01386,Comedia,50
u00816,Suspenso,92
u05350,Comedia,5
u03785,Comedia,69
u09002,Accion,112
u00322,Accion,99
u04399,Comedia,34
u07643,Suspenso,94
u00844,Suspenso,156
u02572,Romance,99
u06595,Drama,67
u08603,Accion,128
u07331,Comedia,32
u07181,Accion,70
u06902,Accion,161
u09016,Drama,153
u02501,Terror,56
u02810,Terror,81
u01876,Terror,106
u04155,Accion,114
u06103,Comedia,33
u03340,Terror,116
u08861,Accion,98
u03072,Drama,100
u06592,Comedia,5
u02931,Drama,92
u05675,Romance,64
u09794,Drama,118
u05254,Drama,110
u08405,Accion,117
u02147,Drama,133
u03343,Accion,96
u06802,Terror,96
u09265,Terror,86
u02223,Accion,113
u05634,Comedia,5
u04997,Drama,128
u06633,Comedia,46
u09222,Accion,149
u07923,Accion,51
u02602,Drama,119
u03539,Comedia,50
u08720,Comedia,65
u05836,Documental,36
u08920,Drama,130
u08785,Drama,95
u07768,Suspenso,87
u03498,Drama,198
u06720,Accion,138
u07559,Terror,89
u07497,Terror,74
u05776,Comedia,21
u00267,Accion,157
u03465,Accion,128
u06913,Romance,111
u03884,Drama,175
u09395,Suspenso,110
u03848,Accion,119
u01607,Drama,135
u06693,Drama,129
u06245,Comedia,11
u06789,Comedia,77
u07372,Drama,68
u08660,Accion,147
u02071,Drama,119
u04793,Accion,86
u06721,Suspenso,121
u07065,Comedia,60
u00659,Drama,240
u00537,Comedia,37
u02428,Documental,115
u06123,Comedia,71
u09042,Comedia,86
u04925,Drama,113
u02092,Terror,122
u09575,Comedia,57
u01677,Documental,8
u05844,Comedia,28
u08845,Accion,103
u04404,Comedia,5
u07964,Suspenso,137
u07525,Drama,113
u07533,Comedia,45
u04456,Accion,25
u05111,Suspenso,47
u03126,Drama,107
u04763,Romance,137
u02383,Accion,169
u06239,Terror,105
u00315,Terror,64
u08680,Drama,78
u06973,Accion,112
u03884,Accion,127
u08879,Comedia,22
u01992,Suspenso,107
u06365,Comedia,11
u02928,Suspenso,90
u01445,Romance,107
u07497,Comedia,36
u03020,Comedia,86
u07540,Accion,113
u03965,Comedia,50
u01513,Comedia,70
u08091,Romance,66
u09216,Accion,21
u01951,Terror,110
u06349,Comedia,82
u02319,Accion,116
u01733,Terror,96
u05930,Comedia,16
u00631,Comedia,38
u03084,Documental,34
u06129,Accion,119
u06437,Comedia,37
u06281,Romance,64
u09911,Suspenso,104
u05934,Terror,84
u08647,Accion,109
u08105,Drama,196
u05215,Terror,98
u03308,Drama,99
u04103,Accion,164
u06533,Terror,85
u07293,Drama,181
u05412,Comedia,73
u09179,Suspenso,129
u00513,Accion,126
u09722,Drama,76
u00718,Drama,155
u06588,Drama,69
u03521,Documental,69
u09096,Comedia,40
u09197,Comedia,25
u00041,Drama,62
u08111,Suspenso,52
u05995,Drama,85
u03930,Terror,91
u06052,Suspenso,99
u03176,Comedia,43
u05361,Romance,107
u03332,Drama,164
u09182,Documental,62
u05935,Accion,93
u04126,Comedia,21
u09298,Accion,95
u06430,Comedia,19
u05998,Terror,90
u00355,Drama,115
u09530,Drama,123
u01859,Accion,168
u08727,Suspenso,144
u06519,Suspenso,98
u00253,Accion,80
u05695,Accion,116
u07212,Romance,110
u07358,Terror,97
u07887,Comedia,36
u06697,Accion,73
u07632,Drama,10
u02658,Suspenso,117
u04876,Accion,127
u09682,Accion,89
u04668,Accion,108
u08964,Comedia,75
u05602,Comedia,37
u07571,Romance,43
u07085,Comedia,14
u07345,Terror,106
u02602,Suspenso,137
u03092,Comedia,71
u09328,Accion,92
u00724,Drama,77
u01040,Drama,36
u02555,Terror,143
u03347,Accion,145
u06879,Terror,87
u07927,Comedia,87
u03604,Accion,167
u02411,Comedia,37
u03404,Accion,106
u03505,Documental,54
u01263,Terror,71
u05530,Comedia,54
u07562,Comedia,24
u04428,Comedia,34
u05110,Comedia,30
u07369,Documental,129
u09208,Accion,86
u04933,Accion,101
u07327,Accion,120
u01462,Suspenso,129
u03386,Drama,141
u02146,Accion,114
u05948,Comedia,5
u06358,Drama,140
u06184,Suspenso,113
u00445,Accion,114
u01744,Accion,118
u00034,Romance,80
u00062,Comedia,43
u09295,Documental,84
u05293,Accion,94
u06751,Comedia,34
u03589,Accion,132
u00353,Suspenso,107
u01082,Accion,112
u02171,Terror,84
u01629,Drama,128
u04099,Suspenso,148
u09007,Accion,163
u03961,Accion,104
u00253,Suspenso,72
u03620,Drama,147
u04406,Comedia,61
u00532,Comedia,58
u09859,Comedia,77
u00197,Drama,71
u05507,Accion,165
u09128,Accion,134
u03323,Drama,155
u08655,Comedia,41
u09595,Drama,162
u01734,Suspenso,86
u08215,Comedia,16
u02748,Drama,53
u03239,Drama,124
u09776,Accion,98
u09429,Drama,176
u00813,Romance,100
u08598,Suspenso,137
u03124,Accion,141
u09230,Accion,132
u08722,Comedia,47
u07282,Suspenso,66
u09394,Drama,129
u06949,Drama,110
u08311,Drama,71
u01899,Accion,142
u05450,Accion,59
u04844,Accion,93
u02294,Drama,113
u06461,Terror,49
u04949,Documental,75
u02116,Documental,5
u09056,Accion,162
u04068,Documental,28
u08248,Comedia,54
u03972,Documental,85
u06801,Terror,68
u06196,Suspenso,95
u02685,Suspenso,101
u07082,Accion,175
u09633,Comedia,44
u01810,Comedia,21
u07119,Accion,60
u05565,Accion,145
u00061,Accion,137
u03408,Comedia,11
u08580,Accion,89
u04767,Comedia,51
u04896,Comedia,5
u00664,Drama,178
u06459,Romance,103
u09820,Romance,97
u01227,Suspenso,94
u02248,Comedia,33
u02753,Suspenso,41
u02946,Accion,153
u08177,Drama,152
u02684,Drama,184
u06260,Accion,131
u02003,Drama,96
u07134,Accion,113
u01525,Romance,119
u03711,Comedia,61
u02457,Suspenso,112
u08757,Drama,138
u09609,Accion,65
u08436,Accion,126
u03868,Comedia,45
u04005,Romance,87
u06048,Accion,165
u02123,Comedia,50
u09721,Drama,25
u00370,Drama,114
u02174,Accion,65
u09368,Comedia,64
u06744,Accion,118
u05600,Suspenso,97
u01622,Romance,62
u04289,Drama,117
u00355,Terror,95
u08250,Drama,228
u05324,Comedia,34
u07672,Suspenso,100
u03374,Comedia,17
u07513,Romance,87
u03356,Drama,118
u05585,Comedia,61
u02256,Suspenso,78
u07904,Drama,124
u09019,Comedia,41
u07661,Terror,99
u08964,Suspenso,125
u05756,Accion,108
u00681,Comedia,74
u00572,Accion,93
u01342,Comedia,46
u02580,Suspenso,92
u04231,Comedia,40
u00351,Comedia,5
u05751,Drama,81
u02692,Accion,110
u04296,Drama,121
u06387,Accion,89
u03321,Comedia,65
u07831,Drama,187
u01881,Drama,120
u05924,Accion,101
u09205,Suspenso,117
u05617,Comedia,68
u05141,Comedia,5
u07231,Romance,78
u04421,Terror,69
u01754,Terror,103
u07039,Drama,141
u01196,Romance,93
u00626,Documental,8
u08637,Comedia,57
u07359,Drama,131
u08275,Accion,80
u00154,Terror,51
u08626,Suspenso,88
u04513,Drama,55
u08068,Accion,151
u07407,Comedia,64
u05950,Drama,138
u04258,Suspenso,96
u08834,Drama,107
u04395,Terror,50
u02376,Drama,144
u09649,Drama,88
u08725,Accion,154
u07820,Comedia,46
u07035,Comedia,33
u07937,Accion,158
u03580,Suspenso,96
u03633,Drama,100
u08929,Accion,133
u02027,Romance,91
u06317,Drama,170
u02569,Comedia,52
u03740,Accion,114
u01442,Comedia,34
u02208,Comedia,42
u09335,Drama,98
u00961,Romance,85
u09063,Accion,123
u00089,Comedia,5
u04788,Comedia,27
u09808,Suspenso,126
u02111,Comedia,13
u00108,Terror,71
u08005,Terror,109
u09912,Accion,146
u03735,Comedia,72
u09812,Romance,57
u05507,Terror,108
u03456,Romance,88
u06465,Drama,133
u01006,Terror,65
u00307,Romance,104
u08400,Suspenso,68
u08932,Comedia,32
u03660,Drama,128
u09111,Accion,52
u02949,Romance,95
u02690,Suspenso,48
u02051,Comedia,16
u00647,Accion,87
u06490,Terror,48
u01484,Accion,157
u02482,Comedia,59
u00956,Comedia,26
u05057,Accion,118
u00705,Comedia,40
u08700,Comedia,40
u02101,Suspenso,157
u05641,Suspenso,116
u04495,Suspenso,104
u05228,Accion,111
u05682,Accion,104
u06868,Accion,117
u08261,Drama,168
u02524,Comedia,58
u01639,Suspenso,32
u03942,Romance,109
u08208,Accion,114
u05199,Comedia,9
u07913,Documental,22
u09959,Drama,113
u03370,Suspenso,102
u06554,Drama,151
u03742,Terror,101
u01235,Accion,141
u00184,Terror,119
u01944,Suspenso,156
u00040,Terror,104
u08895,Comedia,55
u06597,Comedia,51
u09531,Documental,5
u03040,Romance,103
u06205,Drama,143
u09908,Terror,83
u08012,Suspenso,103
u02084,Drama,112
u09444,Accion,80
u08735,Comedia,33
u07905,Suspenso,50
u05243,Comedia,72
u02311,Drama,171
u02266,Accion,170
u05466,Suspenso,96
u08468,Accion,163
u05025,Terror,99
u05605,Drama,125
u06267,Romance,104
u09302,Drama,160
u09958,Terror,129
u07060,Documental,54
u00362,Comedia,58
u07594,Accion,137
u07935,Comedia,76
u05850,Terror,95
u05468,Comedia,70
u04210,Drama,89
u05997,Documental,104
u06344,Drama,195
u08349,Terror,67
u05443,Accion,131
u06032,Comedia,64
u01535,Suspenso,139
u00850,Accion,68
u06467,Drama,111
u08414,Terror,92
u08794,Comedia,10
u09186,Comedia,76
u09479,Accion,116
u04075,Terror,74
u04123,Documental,37
u09223,Terror,39
u02404,Terror,83
u06698,Comedia,76
u03925,Terror,84
u05274,Drama,177
u08468,Accion,58
u08413,Drama,176
u07255,Romance,92
u07759,Drama,163
u08243,Suspenso,59
u09034,Romance,99
u08066,Accion,67
u08320,Suspenso,152
u02277,Drama,123
u01371,Drama,87
u03985,Accion,159
u06339,Accion,76
u08293,Terror,87
u07473,Suspenso,105
u04808,Documental,33
u04258,Romance,62
u07408,Suspenso,84
u04489,Documental,37
u05306,Terror,88
u01105,Documental,56
u05816,Comedia,8
u09942,Accion,65
u00201,Terror,109
u08895,Accion,72
u00883,Comedia,13
u06161,Comedia,33
u04334,Accion,121
u06893,Drama,103
u06490,Accion,160
u09461,Accion,65
u09520,Comedia,66
u07622,Drama,165
u02465,Terror,77
u05926,Accion,116
u02103,Drama,172
u09354,Terror,91
u05492,Drama,89
u09823,Accion,91
u03197,Suspenso,116
u08216,Accion,47
u00092,Comedia,52
u08688,Comedia,95
u03436,Accion,123
u02611,Terror,122
u07038,Suspenso,66
u03731,Drama,145
u06623,Drama,75
u04529,Drama,171
u09308,Comedia,40
u00311,Drama,146
u02094,Drama,166
u07311,Documental,18
u04068,Comedia,31
u02272,Suspenso,140
u06311,Comedia,62
u05095,Comedia,49
u09413,Accion,22
u04084,Accion,140
u08855,Comedia,80
u05848,Suspenso,45
u01062,Drama,170
u07823,Comedia,53
u09626,Suspenso,94
u05622,Terror,103
u06049,Comedia,72
u04208,Documental,42
u06642,Suspenso,133
u09524,Comedia,34
u02594,Suspenso,77
u01325,Drama,80
u04877,Accion,132
u08251,Terror,46
u06467,Comedia,12
u05557,Terror,117
u02553,Comedia,42
u04551,Comedia,43
u00378,Comedia,42
u04653,Accion,184
u06447,Romance,101
u09422,Romance,93
u05984,Terror,81
u00753,Accion,96
u01434,Drama,101
u07071,Accion,139
u03196,Comedia,63
u07839,Accion,100
u04412,Documental,87
u01537,Comedia,46
u07342,Comedia,57
u05338,Accion,157
u06838,Accion,124
u01723,Accion,101
u08798,Comedia,86
u04137,Accion,113
u07219,Accion,54
u04440,Terror,77
u07133,Drama,107
u00659,Accion,164
u09653,Drama,120
u06706,Accion,141
u09550,Accion,5
u00860,Terror,110
u02722,Drama,75
u04996,Drama,117
u05879,Accion,94
u03014,Terror,98
u00732,Terror,114
u02406,Drama,136
u08585,Suspenso,93
u00692,Documental,16
u02386,Comedia,10
u07071,Terror,127
u02902,Accion,152
u05188,Accion,122
u03233,Drama,131
u08804,Accion,119
u06971,Accion,130
u01443,Accion,135
u06333,Accion,99
u02914,Romance,160
u01590,Terror,94
u08351,Suspenso,107
u01073,Accion,122
u07633,Comedia,26
u02710,Accion,115
u04320,Suspenso,129
u02241,Comedia,30
u05168,Suspenso,115
u00105,Drama,139
u00962,Romance,70
u00281,Terror,96
u04117,Drama,163
u03557,Accion,96
u02689,Comedia,59
u01440,Drama,65
u00174,Documental,101
u08360,Drama,143
u03217,Terror,114
u00565,Romance,81
u02668,Accion,97
u09555,Drama,37
u09064,Suspenso,109
u03660,Comedia,43
u06792,Drama,80
u09323,Terror,74
u03807,Terror,65
u07330,Comedia,5
u05722,Accion,114
u07133,Romance,112
u08097,Accion,118
u07445,Suspenso,138
u08158,Accion,122
u09312,Terror,80
u00498,Drama,62
u01025,Drama,55
u02227,Comedia,46
u02209,Romance,74
u00310,Accion,166
u01691,Accion,105
u06963,Drama,139
u03100,Accion,86
u08404,Drama,170
u05640,Drama,121
u01882,Terror,87
u03077,Suspenso,115
u09739,Comedia,79
u02389,Drama,24
u08392,Drama,149
u05754,Accion,101
u03260,Comedia,44
u04398,Drama,114
u04236,Accion,122
u00372,Accion,64
u03421,Comedia,60
u05546,Drama,61
u09205,Drama,159
u02150,Accion,109
u09609,Romance,120
u01668,Comedia,67
u07381,Comedia,68
u09271,Drama,157
u01337,Comedia,52
u02471,Drama,111
u04764,Comedia,5
u08697,Drama,92
u09829,Drama,80
u06166,Accion,85
u07369,Terror,94
u04269,Terror,53
u06593,Accion,108
u01376,Accion,104
u05615,Terror,105
u09362,Romance,89
u09187,Comedia,43
u08033,Romance,104
u00388,Suspenso,73
u08496,Accion,63
u08275,Drama,68
u05680,Accion,161
u08012,Suspenso,141
u07867,Drama,88
u08676,Romance,94
u03369,Comedia,27
u09622,Accion,91
u00367,Comedia,25
u02097,Comedia,33
u06774,Drama,129
u05815,Accion,80
u05724,Terror,97
u03720,Accion,91
u00479,Accion,105
u08063,Accion,114
u07996,Drama,124
u06490,Accion,122
u01923,Drama,76
u01927,Drama,164
u06991,Suspenso,80
u08404,Terror,96
u05009,Accion,127
u03594,Drama,167
u08304,Suspenso,99
u03866,Accion,152
u00278,Romance,114
u06543,Documental,86
u01594,Comedia,60
u06908,Comedia,34
u01852,Suspenso,136
u06476,Suspenso,121
u08359,Suspenso,84
u04995,Suspenso,58
u07861,Terror,91
u09624,Accion,109
u09655,Drama,114
u08706,Comedia,26
u08599,Drama,58
u02617,Comedia,71
u09175,Comedia,19
u08904,Accion,86
u05260,Comedia,73
u01537,Comedia,57
u01891,Suspenso,55
u00958,Comedia,58
u02460,Comedia,34
u00752,Accion,116
u05894,Drama,188
u07082,Comedia,20
u03622,Documental,35
u06988,Comedia,51
u07324,Accion,142
u00012,Comedia,64
u04268,Accion,92
u03599,Comedia,80
u03446,Accion,126
u04407,Accion,133
u01119,Accion,130
u02005,Romance,53
u08530,Accion,73
u09990,Suspenso,131
u00064,Accion,145
u08913,Accion,194
u05667,Comedia,46
u06610,Drama,113
u09529,Documental,104
u07128,Comedia,5
u02418,Accion,108
u00080,Accion,104
u04061,Suspenso,81
u01053,Suspenso,91
u03068,Comedia,72
u01692,Comedia,39
u07619,Accion,154
u05738,Comedia,44
u05080,Suspenso,80
u02322,Terror,87
u02992,Drama,165
u07569,Drama,63
u02289,Drama,103
u03402,Terror,117
u08857,Accion,98
u01519,Drama,163
u02226,Accion,107
u01994,Romance,79
u05161,Romance,58
u00261,Accion,112
u01286,Suspenso,86
u00387,Terror,112
u08493,Drama,164
u01254,Terror,105
u05821,Accion,125
u09328,Romance,93
u02794,Drama,111
u06320,Accion,78
u08600,Comedia,49
u00410,Comedia,41
u08369,Suspenso,112
u01752,Terror,83
u06888,Accion,116
u04996,Accion,78
u08241,Accion,124
u06956,Accion,125
u03869,Comedia,64
u00282,Accion,98
u08661,Suspenso,164
u01235,Terror,101
u07295,Accion,112
u03389,Drama,174
u04392,Romance,72
u06758,Drama,148
u02770,Comedia,90
u02898,Suspenso,107
u03932,Suspenso,85
u05209,Comedia,6
u09039,Accion,148
u08432,Suspenso,108
u09965,Terror,88
u09312,Terror,94
u03059,Comedia,25
u08374,Accion,76
u02908,Terror,69
u06882,Accion,133
u03210,Accion,90
u06514,Accion,140
u07963,Suspenso,82
u09804,Drama,112
u00493,Accion,113
u02913,Terror,92
u06801,Drama,141
u06260,Terror,107
u09518,Terror,76
u00846,Terror,101
u00121,Accion,93
u05054,Accion,112
u04007,Drama,130
u08923,Suspenso,175
u01854,Terror,87
u04175,Suspenso,139
u09171,Comedia,28
u07514,Accion,130
u05656,Accion,91
u04917,Comedia,60
u00740,Romance,68
u04385,Terror,68
u05957,Drama,152
u06473,Romance,127
u00872,Accion,118
u07175,Drama,78
u08034,Terror,84
u03243,Accion,101
u08031,Terror,75
u08564,Drama,133
u01853,Drama,160
u08736,Documental,25
u00497,Accion,72
u06479,Documental,68
u09353,Romance,88
u02364,Suspenso,111
u08652,Romance,108
u06878,Documental,69
u01432,Drama,110
u07351,Comedia,65
u06391,Comedia,29
u09526,Accion,121
u08371,Drama,165
u07673,Suspenso,120
u07545,Comedia,22
u04374,Suspenso,129
u07651,Drama,94
u07444,Accion,157
u01317,Drama,145
u07296,Romance,135
u04403,Accion,21
u08565,Drama,12
u08918,Accion,133
u00434,Terror,87
u09936,Suspenso,150
u05954,Accion,126
u07230,Accion,83
u01394,Accion,154
u07005,Terror,63
u04091,Accion,140
u02742,Documental,57
u06627,Accion,125
u03252,Drama,138
u05755,Terror,104
u00022,Accion,111
u00515,Accion,144
u04779,Accion,121
u00994,Terror,87
u09565,Accion,128
u01589,Comedia,29
u08416,Drama,114
u04633,Terror,96
u04399,Comedia,75
u02682,Terror,110
u01380,Comedia,50
u04674,Terror,76
u05389,Comedia,77
u02566,Suspenso,96
u02301,Comedia,36
u09301,Terror,83
u02211,Drama,129
u05357,Suspenso,92
u09298,Romance,59
u06955,Romance,43
u00148,Drama,179
u03509,Comedia,66
u03693,Accion,50
u05680,Accion,99
u03227,Accion,92
u06104,Accion,99
u01294,Romance,43
u08182,Drama,69
u00416,Comedia,5
u06979,Accion,170
u03082,Drama,110
u07578,Documental,30
u07391,Accion,166
u02890,Comedia,99
u09793,Terror,84
u09393,Romance,127
u06688,Drama,144
u04673,Terror,98
u03098,Accion,125
u03269,Drama,127
u09626,Accion,103
u04838,Documental,26
u01777,Drama,175
u06540,Accion,172
u07652,Suspenso,41
u07832,Terror,87
u06327,Comedia,38
u08140,Accion,127
u09917,Drama,94
u09467,Drama,156
u00508,Comedia,64
u00703,Drama,114
u06272,Accion,114
u09020,Romance,81
u06563,Comedia,5
u03492,Accion,129
u00824,Suspenso,107
u09886,Comedia,68
u09085,Terror,122
u06688,Drama,152
u03151,Accion,143
u03128,Comedia,31
u02909,Suspenso,74
u07582,Accion,163
u07641,Drama,115
u04298,Drama,83
u04319,Suspenso,76
u09345,Drama,144
u06474,Suspenso,119
u07025,Suspenso,84
u05860,Comedia,39
u09657,Accion,96
u06134,Romance,35
u06272,Accion,31
u07309,Drama,126
u06142,Accion,86
u09665,Documental,57
u00882,Accion,113
u06107,Comedia,29
u02572,Documental,59
u01051,Accion,150
u00369,Terror,92
u01917,Drama,162
u07534,Accion,114
u04772,Suspenso,150
u05306,Accion,80
u09650,Terror,86
u03763,Comedia,69
u05420,Accion,124
u01211,Comedia,27
u01727,Terror,97
u03322,Accion,84
u01221,Romance,87
u07152,Comedia,58
u05323,Accion,104
u04037,Suspenso,135
u06921,Comedia,65
u03991,Suspenso,66
u05899,Comedia,42
u08381,Drama,169
u00847,Documental,89
u00273,Comedia,21
u00949,Drama,140
u05210,Suspenso,98
u00270,Drama,156
u04663,Suspenso,140
u07433,Comedia,61
u05311,Comedia,100
u09499,Accion,136
u09051,Suspenso,129
u01781,Drama,163
u04894,Drama,100
u03162,Comedia,53
u04455,Romance,83
u00380,Terror,127
u02215,Accion,129
u08161,Terror,112
u04712,Accion,165
u00570,Comedia,86
u05324,Comedia,35
u08318,Drama,131
u00345,Terror,76
u04026,Drama,183
u08959,Comedia,44
u03049,Drama,158
u02314,Terror,68
u00030,Comedia,60
u03377,Drama,154
u03525,Drama,116
u01820,Accion,128
u02747,Suspenso,60
u01932,Romance,110
u09639,Drama,98
u06491,Suspenso,77
u07746,Drama,46
u05342,Drama,145
u01212,Drama,107
u07593,Drama,148
u03621,Terror,86
u09727,Drama,111
u03278,Documental,77
u02522,Drama,176
u01906,Comedia,22
u07560,Accion,127
u09283,Terror,62
u08220,Accion,139
u06798,Drama,121
u06045,Accion,76
u06376,Terror,105
u08118,Accion,40
u03179,Comedia,65
u05498,Terror,96
u03748,Drama,134
u07559,Accion,122
u07953,Comedia,40
u02943,Comedia,25
u07984,Comedia,36
u08883,Drama,111
u06220,Comedia,68
u04686,Drama,83
u01759,Accion,103
u06603,Documental,5
u01387,Terror,51
u06723,Comedia,74
u01662,Documental,88
u04917,Terror,101
u05033,Comedia,58
u07313,Accion,45
u06513,Drama,34
u07111,Comedia,65
u05247,Accion,63
u04993,Comedia,73
u08544,Accion,69
u06265,Drama,127
u00374,Accion,98
u06485,Accion,127
u06175,Romance,109
u07721,Drama,118
u02017,Romance,103
u00204,Accion,133
u05492,Documental,83
u06705,Terror,92
u02650,Suspenso,146
u09096,Romance,111
u09248,Romance,76
u02739,Terror,89
u08538,Drama,114
u08939,Accion,129
u03859,Accion,119
u06918,Comedia,54
u02170,Comedia,11
u09852,Documental,109
u07725,Drama,83
u05062,Drama,184
u04112,Drama,128
u08630,Accion,94
u06493,Drama,101
u02208,Comedia,61
u05201,Drama,102
u02429,Comedia,16
u04957,Drama,127
u04483,Drama,117
u01459,Comedia,5
u09796,Accion,146
u01068,Accion,123
u02841,Drama,121
u03579,Accion,166
u00662,Accion,156
u09386,Terror,123
u00075,Comedia,53
u09388,Terror,113
u09198,Accion,55
u01461,Suspenso,90
u02843,Drama,68
u03723,Drama,64
u05787,Suspenso,107
u00647,Romance,62
u07003,Drama,142
u04591,Accion,145
u05579,Drama,102
u08921,Accion,137
u03239,Comedia,61
u03379,Terror,91
u06421,Suspenso,80
u03162,Comedia,36
u05561,Accion,148
u04787,Accion,128
u03701,Drama,197
u03857,Comedia,85
u06047,Drama,55
u02446,Comedia,15
u01922,Comedia,64
u04058,Comedia,49
u02966,Documental,5
u02332,Accion,89
u06022,Accion,163
u05779,Suspenso,123
u07189,Terror,96
u02986,Suspenso,187
u04575,Drama,91
u08539,Accion,36
u08364,Romance,145
u06962,Suspenso,47
u00979,Terror,102
u00544,Accion,133
u08394,Drama,127
u06861,Comedia,35
u03957,Comedia,59
u03841,Accion,95
u05514,Suspenso,62
u01605,Accion,150
u04978,Accion,119
u03778,Comedia,47
u06390,Drama,166
u07593,Comedia,63
u07472,Comedia,53
u02164,Comedia,59
u01141,Terror,103
u09041,Accion,96
u05552,Romance,84
u06269,Comedia,46
u08225,Comedia,31
u04569,Accion,82
u01989,Comedia,30
u06748,Terror,98
u08955,Comedia,62
u01459,Accion,190
u01728,Terror,78
u06994,Drama,128
u08215,Drama,114
u01106,Comedia,19
u06347,Comedia,85
u07275,Accion,111
u03146,Comedia,64
u06026,Comedia,58
u05476,Comedia,66
u02249,Comedia,69
u09578,Accion,119
u07757,Comedia,29
u03543,Accion,104
u04481,Terror,86
u05008,Accion,164
u09235,Accion,128
u09036,Drama,151
u01159,Romance,105
u01358,Romance,81
u06689,Drama,127
u03206,Comedia,51
u06366,Accion,74
u03204,Comedia,41
u06093,Accion,144
u03841,Drama,92
u05375,Romance,74
u08934,Terror,70
u02397,Drama,96
u06414,Comedia,50
u03231,Comedia,50
u01597,Romance,78
u03343,Terror,92
u04714,Accion,147
u03849,Accion,170
u07645,Comedia,23
u07128,Suspenso,139
u00399,Romance,75
u02389,Comedia,69
u02665,Accion,156
u05720,Accion,101
u04103,Accion,171
u04665,Accion,136
u00727,Accion,113
u02368,Drama,140
u00537,Terror,81
u05576,Comedia,26
u05538,Drama,85
u04579,Suspenso,121
u09302,Romance,126
u08994,Comedia,69
u06044,Terror,94
u09985,Accion,101
u06907,Drama,103
u09580,Drama,217
u05157,Drama,133
u08478,Accion,175
u00507,Terror,116
u00626,Accion,146
u08089,Romance,109
u02803,Accion,41
u01212,Terror,104
u08322,Comedia,26
u06044,Comedia,47
u06871,Comedia,5
u03942,Comedia,29
u00536,Accion,82
u07417,Suspenso,52
u08419,Drama,91
u09928,Terror,74
u08850,Accion,151
u02372,Accion,99
u07002,Comedia,28
u08248,Terror,95
u05693,Documental,97
u07124,Comedia,64
u08466,Suspenso,62
u01121,Romance,87
u06802,Accion,131
u05218,Terror,78
u06911,Comedia,52
u01578,Drama,167
u09249,Drama,97
u07111,Suspenso,137
u05774,Accion,101
u06945,Terror,93
u03202,Accion,138
u04392,Suspenso,52
u08302,Suspenso,111
u07346,Accion,115
u07562,Comedia,36
u09879,Drama,148
u00549,Accion,140
u09800,Drama,118
u03361,Drama,131
u09075,Romance,80
u04376,Comedia,51
u08938,Accion,118
u06686,Drama,149
u01601,Suspenso,87
u03454,Drama,104
u04109,Suspenso,156
u00444,Accion,38
u08330,Suspenso,34
u05313,Drama,173
u02439,Comedia,66
u04028,Accion,117
u09023,Accion,117
u09696,Terror,82
u04551,Romance,99
u00488,Terror,83
u00368,Terror,81
u01193,Accion,76
u04269,Comedia,73
u01243,Suspenso,104
u07586,Drama,194
u08780,Accion,58
u07482,Comedia,42
u01615,Suspenso,89
u05332,Suspenso,132
u00238,Accion,162
u03674,Accion,107
u02961,Romance,108
u01341,Comedia,5
u06776,Accion,88
u06155,Drama,109
u04612,Comedia,50
u09049,Documental,106
u03812,Drama,159
u06325,Comedia,60
u06575,Comedia,60
u00735,Drama,153
u04509,Drama,118
u06687,Terror,135
u01796,Drama,143
u01961,Romance,88
u00662,Accion,109
u00456,Drama,102
u00025,Suspenso,131
u01018,Accion,151
u09604,Accion,97
u08501,Accion,123
u02254,Romance,94
u00005,Suspenso,88
u03378,Accion,207
u08507,Drama,157
u00917,Drama,88
u02895,Accion,97
u01687,Drama,101
